x,y,motor1,motor2,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6
0,0,2.14848,2.14345,0.161424,0.15209,0.270031,0.432336,0.235413,0.230865
0,1,4.81449,4.8142,0.357138,0.324715,0.597624,0.962285,0.532147,0.520996
0,2,8.94276,8.95169,0.660584,0.600403,1.10625,1.78944,0.986156,0.961867
0,3,15.5109,15.5064,1.13957,1.03459,1.91811,3.10255,1.70747,1.6613
0,4,26.205,26.2079,1.92979,1.75511,3.23878,5.31097,3.11638,3.04672
0,5,45.46,45.458,3.3844,3.11098,5.62785,9.20175,10.5202,5.45968
0,6,72.3559,72.3552,5.43054,5.00281,8.9905,14.6666,21.186,8.95989
0,7,101.021,101.022,7.57979,6.97495,12.5462,20.4189,28.6677,12.3494
0,8,125.417,125.418,9.38638,8.63503,15.5415,25.2492,34.3123,14.8553
0,9,139.428,139.428,10.4355,9.61255,17.2364,27.9792,40.1697,16.0564
0,10,144.55,144.55,10.9022,10.1106,17.8487,28.9742,54.7346,16.5775
0,11,145.848,145.848,11.2632,10.6419,18.0064,29.2698,94.215,17.1358
0,12,147.221,147.221,11.8035,11.503,18.0438,29.4054,165.972,17.7064
0,13,149.31,149.31,12.2467,12.2634,17.743,28.9762,232.125,17.868
0,14,149.982,149.982,12.4231,12.7455,16.8481,27.5039,253.805,19.2295
0,15,150,150,12.9996,13.9991,16.0003,26.0005,255,21.9988
0,16,149.997,149.997,12.7526,13.0612,17.3977,28.4135,254.859,19.475
0,17,149.843,149.843,13.3142,13.3405,19.2745,31.53,254.089,19.8916
0,18,147.696,147.696,13.4388,13.3441,19.9527,32.6389,249.515,24.6626
0,19,138.179,138.179,12.6907,12.5315,19.0957,31.2354,232.185,32.2405
0,20,118.676,118.676,10.9097,10.7215,16.5212,27.04,198.364,38.2621
0,21,93.2889,93.2909,8.54901,8.36408,12.9721,21.2614,156.482,39.6464
0,22,68.8636,68.8654,6.27022,6.10902,9.51695,15.6227,115.766,36.4548
0,23,48.705,48.7046,4.40655,4.26733,6.67845,10.9851,82.2017,30.6575
0,24,33.4942,33.4956,3.01153,2.90589,4.56246,7.50977,56.7496,24.0851
0,25,22.4327,22.4369,2.00344,1.92743,3.03534,4.9546,38.1343,17.7386
0,26,12.5658,12.5661,1.11881,1.06146,1.69492,2.77801,21.3598,12.1551
0,27,4.92446,4.92291,0.429802,0.404901,0.645105,1.0546,8.35885,7.30131
0,28,2.37476,2.37988,0.199087,0.176448,0.295148,0.479589,4.0341,4.03967
0,29,1.14088,1.14296,0.0894353,0.090244,0.132924,0.225896,1.94044,1.94431
1,0,2.4121,2.41348,0.180561,0.165398,0.301788,0.484451,0.269066,0.259718
1,1,5.49165,5.48905,0.403317,0.367247,0.67599,1.09612,0.601507,0.587518
1,2,10.3198,10.4226,0.766915,0.697009,1.29111,2.08236,1.14258,1.19461
1,3,18.2059,18.336,1.35294,1.22861,2.25894,3.66217,2.01434,2.06719
1,4,31.51,31.6694,2.32611,2.11947,3.90779,6.47855,4.03383,4.06059
1,5,55.2212,55.3918,4.11934,3.8411,6.85927,11.274,12.6567,7.26278
1,6,87.6657,87.8093,6.56941,6.09517,10.9105,17.8411,23.6708,11.4554
1,7,119.979,120.062,8.95357,8.24761,14.8974,24.2589,28.6833,14.776
1,8,141.63,141.652,10.503,9.62206,17.5321,28.4737,28.2608,16.1548
1,9,148.724,148.728,10.9861,10.041,18.3533,29.772,26.4771,16.2196
1,10,149.714,149.715,11.0846,10.1549,18.4166,29.858,31.7388,16.1877
1,11,149.616,149.617,11.2839,10.4943,18.4133,29.8848,63.6372,16.477
1,12,149.541,149.542,11.7831,11.3541,18.4022,29.9653,147.489,16.9097
1,13,149.916,149.916,12.102,11.9741,18.1403,29.6411,231.228,16.1465
1,14,150,150,11.7918,11.5292,17.6637,28.9341,254.12,15.5119
1,15,150,150,11.0007,10.0015,17.0006,28.0008,255,16.9983
1,16,150,150,13.4398,13.2427,20.0064,32.7906,254.967,17.0797
1,17,149.997,149.997,14.3737,14.3188,21.3405,34.9398,254.769,19.7964
1,18,149.662,149.661,14.3882,14.3029,21.6181,35.3428,253.638,27.4965
1,19,145.868,145.857,13.9745,13.8287,21.2071,34.654,246.233,39.8454
1,20,133.105,133.055,12.5783,12.3926,19.1575,31.342,223.633,52.5456
1,21,111.278,111.166,10.3429,10.1582,15.753,25.8338,187.364,59.3612
1,22,86.5726,86.4087,7.91608,7.7585,12.0489,19.8154,145.939,57.7165
1,23,63.9111,63.6706,5.76685,5.64598,8.75713,14.4544,108.022,50.0347
1,24,45.3587,45.1273,4.04742,3.9627,6.14833,10.1697,76.9036,39.848
1,25,30.9247,30.711,2.7432,2.68711,4.15205,6.78983,52.5701,29.2855
1,26,17.9909,17.816,1.59288,1.49215,2.41541,3.94168,30.5808,19.9531
1,27,7.77958,7.63657,0.674011,0.61895,1.0041,1.64506,13.2264,11.9388
1,28,3.73537,3.62934,0.308494,0.286337,0.458152,0.750873,6.34903,6.35376
1,29,1.76504,1.76702,0.137256,0.133582,0.208823,0.339305,2.99874,3.00328
2,0,2.10687,3.01669,0.224899,0.202654,0.372328,0.595899,0.342633,1.05458
2,1,5.26923,6.52349,0.480253,0.436098,0.7966,1.28756,0.724142,1.6994
2,2,10.3636,12.1782,0.896126,0.812037,1.49145,2.4053,1.3513,2.74731
2,3,18.8775,21.1997,1.56193,1.41675,2.59662,4.19986,2.34018,4.11533
2,4,33.7742,36.532,2.69559,2.50963,4.50259,7.56347,4.79549,7.00068
2,5,60.5807,63.4359,4.72936,4.8971,7.86136,13.0721,14.5686,11.1907
2,6,96.5585,98.9106,7.39936,7.2965,12.3021,20.2242,25.3717,15.3047
2,7,130.249,131.503,9.77282,9.2418,16.3358,26.6391,27.3471,17.0996
2,8,147.595,147.868,10.8944,9.99927,18.3807,29.8739,22.1044,16.5018
2,9,149.945,149.965,11.0071,10.018,18.6361,30.2745,18.2645,16.0421
2,10,149.995,150,11.0097,10.0181,18.3455,29.6926,17.7899,16.0036
2,11,149.96,149.986,11.102,10.1862,18.3791,29.7697,33.2194,16.0907
2,12,149.841,149.916,11.5982,11.0627,18.5906,30.2306,113.836,16.5425
2,13,149.948,149.977,12.058,11.8787,18.7341,30.5928,218.673,14.9491
2,14,149.999,150,11.7466,11.5673,18.8693,30.8612,253.177,10.529
2,15,150,150,11.0013,11.0011,19.0008,31.0015,255,4.00634
2,16,150,150,16.9983,16.9982,24.9982,40.997,255,19.996
2,17,149.999,150,15.6495,15.6079,23.5121,38.4916,254.885,22.3458
2,18,149.942,149.945,15.5605,15.5302,23.879,38.9557,254.432,37.7097
2,19,148.706,148.689,15.1786,15.2,23.4216,38.1875,251.74,53.2713
2,20,141.881,141.634,13.8803,14.0576,21.3424,34.8817,239.27,72.2753
2,21,126.053,125.351,11.849,12.2307,18.1371,29.7816,212.777,86.7794
2,22,104.367,103.182,9.52487,10.0401,14.5364,24.0004,176.173,88.2682
2,23,81.385,79.8165,7.28243,7.83458,11.091,18.4065,137.551,78.6405
2,24,60.186,58.5037,5.31846,5.83702,8.09111,13.4953,101.916,63.4005
2,25,42.0609,40.4584,3.68612,4.09133,5.60505,9.20312,71.4347,46.6437
2,26,25.3325,23.9058,2.20884,2.06743,3.35349,5.47746,43.0692,31.4499
2,27,12.0251,10.8215,1.02742,0.947386,1.54237,2.51102,20.4337,18.9659
2,28,6.01512,5.16684,0.488108,0.454891,0.73733,1.21522,10.2292,10.2227
2,29,2.88598,2.43691,0.219517,0.212225,0.342264,0.557506,4.90319,4.90368
3,0,1.91228,3.23468,0.237755,0.215358,0.395835,0.629803,0.363167,1.40123
3,1,5.04161,6.90323,0.509894,0.461112,0.837532,1.35515,0.769356,2.22441
3,2,10.1156,12.8482,0.943949,0.86161,1.56207,2.52976,1.43183,3.55425
3,3,18.7972,22.3611,1.65081,1.60825,2.74425,4.52355,2.47007,5.41198
3,4,34.3159,38.6472,2.87577,2.82221,4.79099,8.61513,5.61424,9.42783
3,5,62.017,66.5913,4.99565,5.48127,8.29147,14.4811,16.2273,14.3939
3,6,98.8693,102.688,7.71049,7.8777,12.821,21.6798,27.1973,18.4315
3,7,132.776,134.738,10.0184,9.59797,16.7822,27.6892,27.4965,18.7699
3,8,148.833,149.087,10.9611,10.0342,18.6474,30.3829,19.9216,16.4949
3,9,150,150,11,10,18.9998,30.9995,17.9993,16
3,10,150,150,11,10,18.0002,29.0004,15.0007,16
3,11,149.979,149.998,11.0351,10.0667,18.2701,29.5454,21.5056,16.0497
3,12,149.813,149.962,11.5066,10.9185,18.7182,30.4681,88.098,17.2465
3,13,149.873,149.978,12.2162,12.0725,19.2683,31.4915,196.68,16.9732
3,14,149.984,149.999,12.3517,12.272,19.6914,32.1923,246.804,12.9747
3,15,149.999,150,12.7937,12.7283,20.5113,33.5374,254.294,11.6415
3,16,149.999,150,14.984,14.942,22.9552,37.5659,254.786,19.4548
3,17,149.999,150,16.2897,16.2656,25.2704,41.1985,254.806,39.356
3,18,149.992,149.994,17.2395,17.2322,27.3908,44.4854,254.829,60.7186
3,19,149.703,149.687,16.5448,16.561,26.1097,42.481,254.007,70.2452
3,20,146.705,146.359,14.8108,14.9387,22.9973,37.6702,248.173,97.9965
3,21,137.395,136.179,12.8937,13.205,19.7913,32.7331,232.495,124.39
3,22,121.688,119.317,10.9322,11.4037,16.6766,27.8539,205.777,130.846
3,23,101.313,97.8437,8.89521,9.45952,13.5239,22.7949,171.345,119.375
3,24,78.7634,74.6479,6.84041,7.37758,10.3794,17.6136,133.382,97.5082
3,25,56.7035,52.4532,4.89732,5.34799,7.42101,12.24,96.2621,71.9114
3,26,35.614,31.6205,3.069,2.85096,4.63871,7.58274,60.5462,48.5779
3,27,18.3641,14.915,1.54943,1.43181,2.3214,3.79909,31.217,29.5872
3,28,9.55566,6.93337,0.785009,0.717809,1.18017,1.92233,16.2537,16.2494
3,29,4.6804,3.08405,0.364571,0.34764,0.561381,0.910346,7.94433,7.94297
4,0,1.6842,3.55927,0.269343,0.252204,0.441491,0.709768,0.38439,2.17064
4,1,4.66476,7.38377,0.552652,0.513302,0.915655,1.47782,0.793194,3.48847
4,2,9.62085,13.6805,1.03497,0.953904,1.69881,3.04635,1.52401,5.8284
4,3,17.9901,23.4419,1.79501,2.10006,2.9622,5.60964,2.58314,8.97733
4,4,32.8028,39.6487,3.03802,3.47966,5.04222,10.2589,6.18244,14.5677
4,5,59.049,66.6359,5.10981,6.47204,8.46055,16.2683,17.5381,20.8992
4,6,93.8142,100.698,7.69048,8.79381,12.7491,23.1034,29.5635,25.2426
4,7,126.76,131.101,9.86627,10.2164,16.4667,28.314,31.084,24.1396
4,8,145.976,147.264,10.8992,10.3147,18.391,30.354,23.8388,18.9133
4,9,149.751,149.905,11.01,10.0632,18.6483,30.351,18.4673,16.3632
4,10,149.938,149.992,11.0117,10.0378,18.359,29.7371,17.4792,16.1445
4,11,149.765,149.98,11.1097,10.2968,18.4591,30.025,28.6517,17.0198
4,12,149.374,149.937,11.6727,11.5567,19.0032,31.3697,88.5467,21.4012
4,13,149.498,149.958,12.5542,12.977,19.8385,32.8945,179.321,25.1376
4,14,149.823,149.995,13.2056,13.526,20.6959,34.0667,233.236,24.7812
4,15,149.951,150,14.0066,14.1369,21.9373,35.9212,249.79,27.0694
4,16,149.986,150,15.5343,15.5701,24.3336,39.6956,253.716,39.6184
4,17,149.999,150,17.4017,17.3939,27.7698,45.0797,254.862,61.9644
4,18,150,150,18,18,29,47,255,69.9999
4,19,149.939,149.931,17.2718,17.2826,27.5638,44.7773,254.681,79.8699
4,20,148.91,148.605,15.0237,15.0928,23.4003,38.3632,252.359,131.162
4,21,145.094,143.928,13.2276,13.3791,20.2585,33.5385,245.971,171.923
4,22,136.853,134.265,11.8646,12.1425,18.0107,30.0773,231.829,183.08
4,23,122.149,117.662,10.3863,10.8283,15.709,26.4037,206.87,170.645
4,24,100.504,94.1842,8.49728,8.93093,12.8462,21.6618,170.37,142.09
4,25,75.0037,67.6044,6.34738,6.79165,9.58582,15.8055,127.365,105.98
4,26,48.9221,41.4044,4.14304,3.8386,6.25346,10.2311,83.1675,71.7921
4,27,26.8557,20.0932,2.24606,2.06482,3.35831,5.50382,45.655,44.0112
4,28,14.395,9.06838,1.18515,1.08113,1.76523,2.89319,24.472,24.461
4,29,7.22672,3.67413,0.575418,0.532365,0.865595,1.4152,12.2812,12.2843
5,0,1.13746,3.76048,0.284677,0.267818,0.466783,0.747268,0.398488,2.92705
5,1,3.65242,7.55593,0.574788,0.526902,0.93355,1.51472,0.80474,4.69576
5,2,7.87887,13.825,1.05758,0.983128,1.73226,3.21646,1.5415,7.89294
5,3,14.9994,23.2716,1.81734,2.31412,2.97659,5.99304,2.55886,12.2525
5,4,27.8403,38.6777,3.0248,3.79538,4.98782,11.0771,6.66613,19.8462
5,5,50.7777,63.6034,4.97703,7.19127,8.19656,17.1424,18.9073,28.5075
5,6,81.3141,94.4188,7.36982,9.63141,12.1368,23.792,32.9617,35.0802
5,7,111.521,122.312,9.42002,11.2191,15.5904,28.8582,38.4094,35.7119
5,8,134.236,140.822,10.6763,11.5414,17.7804,31.1825,36.2086,30.1956
5,9,144.569,147.886,11.0761,11.1839,18.5143,31.3332,31.726,24.2104
5,10,147.245,149.398,11.1948,11.1792,18.6568,31.285,34.2203,22.7301
5,11,147.383,149.657,11.4715,12.127,18.9273,32.2166,55.9568,26.8622
5,12,147.391,149.765,12.1434,14.0781,19.598,34.1343,110.378,36.3741
5,13,148.193,149.866,13.0485,15.6719,20.556,35.8002,178.137,45.252
5,14,149.141,149.956,13.9249,16.1228,21.6827,36.9525,224.183,50.5306
5,15,149.674,149.988,14.9042,16.2495,23.1945,38.6592,244.68,57.0429
5,16,149.898,149.996,16.1199,16.6941,25.2469,41.4353,252.066,67.3717
5,17,149.973,149.998,17.1559,17.2759,27.1693,44.2263,254.322,76.4328
5,18,149.987,149.995,17.4582,17.4608,27.8275,45.2003,254.769,82.3721
5,19,149.952,149.936,16.3349,16.2798,25.7131,41.9064,254.614,118.374
5,20,149.768,149.578,14.2175,14.0361,21.9091,35.9258,254.223,181.629
5,21,149.05,148.489,12.7974,12.5305,19.3524,31.8759,253.174,219.974
5,22,146.873,145.488,12.1019,11.8652,18.0806,29.8986,249.409,230.691
5,23,139.908,136.492,11.4296,11.3746,17.0659,28.3673,237.469,221.139
5,24,122.932,115.983,10.086,10.2192,15.1289,25.2905,208.652,191.572
5,25,96.013,85.649,7.94524,8.28012,11.9588,19.6979,163.092,146.889
5,26,65.0014,53.0371,5.42127,5.01758,8.15558,13.3617,110.505,100.603
5,27,37.4794,26.0457,3.10837,2.85997,4.64809,7.61792,63.7146,62.1667
5,28,20.5694,11.2323,1.68653,1.54864,2.5286,4.13454,34.9594,34.9597
5,29,10.556,4.00118,0.838615,0.785553,1.26933,2.077,17.9464,17.9455
6,0,0.451349,4.0098,0.309485,0.292654,0.494041,0.791363,0.428407,3.88273
6,1,2.33237,7.78563,0.594279,0.551965,0.965288,1.55509,0.810695,6.30383
6,2,5.55175,14.0719,1.08612,1.02377,1.7661,3.45599,1.57985,10.7337
6,3,11.0067,23.2945,1.86539,2.62679,3.0234,6.57347,2.56645,16.9493
6,4,21.2013,38.0874,3.06568,4.27701,4.99942,12.3261,7.2977,27.6275
6,5,39.724,61.1051,4.91681,8.28363,8.0294,18.7265,20.4264,40.3109
6,6,64.3511,88.7123,7.14727,11.0999,11.665,25.6341,36.6209,51.6474
6,7,89.182,113.524,9.07755,13.2966,14.8477,31.2123,46.8438,57.8217
6,8,111.226,132.096,10.4824,14.5403,17.1966,34.6613,52.8022,57.3747
6,9,126.31,142.493,11.2374,15.1175,18.4774,36.1408,57.2449,53.5873
6,10,134.353,146.873,11.6699,16.0106,19.1436,37.2155,68.0985,53.1636
6,11,138.492,148.538,12.1501,17.9904,19.7473,39.0411,94.5985,59.7552
6,12,141.752,149.236,12.8355,20.6354,20.5344,41.1503,138.932,71.9168
6,13,144.972,149.55,13.642,22.3585,21.4581,42.2092,187.226,84.5969
6,14,147.481,149.719,14.4783,22.2232,22.4818,42.1102,222.558,96.0772
6,15,148.942,149.82,15.3694,20.769,23.651,41.8816,241.746,108.719
6,16,149.616,149.881,16.2242,18.9886,24.781,42.0035,250.236,123.319
6,17,149.867,149.91,16.6884,17.5009,25.351,41.9239,253.361,139.118
6,18,149.946,149.91,16.3295,16.1766,24.7712,40.5757,254.356,160.354
6,19,149.972,149.888,14.8997,14.4259,22.6362,37.034,254.701,195.323
6,20,149.988,149.866,13.1294,12.5931,19.8738,32.5632,254.866,229.85
6,21,149.966,149.847,12.1556,11.6317,17.9236,29.4089,254.921,248.029
6,22,149.888,149.723,11.9475,11.5296,17.226,28.309,254.792,252.844
6,23,148.682,147.609,11.8092,11.3132,17.1977,28.3098,252.692,249.666
6,24,139.937,134.563,11.1822,10.8819,16.5748,27.4575,237.74,230.837
6,25,116.157,103.649,9.42395,9.52399,14.1072,23.2159,197.362,187.06
6,26,82.1604,64.6738,6.76362,6.2444,10.1454,16.6321,139.671,131.798
6,27,49.5291,31.4982,4.08052,3.75399,6.10279,9.99932,84.1972,82.8301
6,28,27.8782,12.6229,2.28381,2.10635,3.42186,5.59955,47.3862,47.3865
6,29,14.6833,3.61639,1.17912,1.10601,1.77628,2.90266,24.9663,24.9641
7,0,-0.310744,4.36941,0.346958,0.321886,0.538166,0.870863,0.457484,5.0644
7,1,0.834616,8.20169,0.639023,0.600157,1.0281,1.64652,0.842401,8.33863
7,2,2.92101,14.7334,1.15767,1.0962,1.8625,3.8435,1.66112,14.4725
7,3,6.49979,24.1952,1.9899,3.08535,3.2039,7.51117,2.65686,23.3956
7,4,13.7731,39.2383,3.2627,5.01686,5.25503,14.2727,8.1502,38.5438
7,5,27.284,61.5654,5.12042,9.83434,8.27411,21.4654,21.9681,57.333
7,6,44.7885,87.3597,7.29347,13.2701,11.7688,29.2269,39.3725,76.2282
7,7,61.9714,109.961,9.17654,16.4135,14.8094,36.0444,52.754,91.4848
7,8,79.1357,127.331,10.6628,19.1039,17.2197,41.4385,64.8158,100.526
7,9,94.9615,138.501,11.6526,21.6083,18.8499,45.4527,77.5454,104.288
7,10,108.849,144.534,12.3543,24.6361,19.9812,48.9704,95.7153,107.742
7,11,120.879,147.435,12.9751,28.6292,20.9146,52.3514,123.42,114.84
7,12,131.247,148.663,13.6083,32.8602,21.7882,54.604,159.579,126.102
7,13,139.417,149.095,14.2587,35.4263,22.6009,54.3309,195.853,139.556
7,14,144.894,149.32,14.9737,34.5347,23.3741,51.4968,223.827,154.679
7,15,147.949,149.519,15.8562,29.981,24.1532,47.5826,241.204,172.69
7,16,149.34,149.702,16.8998,23.7329,24.8337,44.206,250.044,193.711
7,17,149.829,149.832,17.7466,18.6742,25.0777,41.8768,253.549,214.413
7,18,149.958,149.892,17.3422,15.7287,24.2509,39.5113,254.592,229.731
7,19,149.989,149.919,14.9091,13.5356,21.7881,35.5014,254.883,241.274
7,20,150,149.953,12.5369,11.8492,19.035,31.1506,254.978,250.3
7,21,150,149.989,11.8661,11.2881,17.2683,28.2993,254.999,254.404
7,22,150,150,12,11.9995,16.9998,27.9995,255,255
7,23,149.967,149.881,11.8425,11.1669,16.9106,27.7582,254.941,254.759
7,24,147.455,144.634,11.5766,10.9212,17.0276,28.0443,250.626,248.743
7,25,130.583,117.553,10.4255,10.273,15.5711,25.6111,221.916,216.153
7,26,97.0169,73.888,7.90721,7.29373,11.8501,19.4358,164.926,159.027
7,27,60.9698,35.1536,5.00518,4.60349,7.48931,12.2731,103.645,102.505
7,28,35.2213,12.7683,2.89225,2.6659,4.32591,7.09102,59.8708,59.8693
7,29,19.0092,2.45319,1.53306,1.4358,2.30562,3.77277,32.3117,32.3051
8,0,-1.09029,4.84706,0.385237,0.362637,0.606962,0.970551,0.49538,6.40705
8,1,-0.686211,8.88238,0.700001,0.661924,1.11361,1.79272,0.887655,10.7653
8,2,0.253094,15.9857,1.27872,1.21908,2.04634,4.41656,1.79572,19.0777
8,3,1.95911,26.378,2.23565,3.69849,3.552,8.87188,2.8847,31.6093
8,4,6.24302,42.8868,3.66934,6.04083,5.84903,16.9893,9.19224,52.6877
8,5,14.2802,66.2775,5.6585,11.7407,9.05827,25.3765,23.2452,79.6293
8,6,23.3273,92.2207,7.91198,15.8171,12.6245,34.3189,40.0613,108.391
8,7,30.3533,114.105,9.81527,19.7414,15.6372,42.4523,53.0556,134.413
8,8,38.8247,129.957,11.2913,23.558,17.9798,49.5843,65.3792,153.232
8,9,52.0811,139.711,12.3108,27.9718,19.6607,56.3713,79.7249,163.769
8,10,71.9593,144.962,13.1066,33.9704,21.0348,63.7176,100.446,169.461
8,11,95.4149,147.536,13.7942,41.8274,22.2599,70.8274,129.298,174.761
8,12,116.932,148.576,14.368,50.2281,23.2842,74.9501,163.498,182.532
8,13,132.696,148.877,14.8435,56.2093,24.0403,73.4964,196.55,192.941
8,14,142.289,149.095,15.3936,55.7373,24.5951,66.343,223.016,205.383
8,15,147.25,149.381,16.3506,45.9735,25.1501,56.3117,240.973,219.86
8,16,149.339,149.696,18.016,30.3229,25.8975,47.7781,250.83,235.736
8,17,149.921,149.913,20.2766,18.967,26.6824,43.6721,254.365,248.38
8,18,149.993,149.975,21.1943,15.7494,26.568,42.0785,254.925,252.939
8,19,149.998,149.973,16.1331,13.6131,22.8033,36.8872,254.974,253.566
8,20,150,149.991,11.8741,11.7369,19.1738,31.5494,254.998,254.659
8,21,150,149.998,11.4697,10.7973,17.6627,28.7511,255,254.961
8,22,150,150,11.9997,10.0005,16.0006,26.0013,255,255
8,23,149.999,149.981,11.6521,10.4641,16.7918,27.5583,254.999,254.978
8,24,149.269,147.444,11.5495,10.6974,17.1431,28.1972,253.741,253.185
8,25,137.926,123.267,10.8966,10.5847,16.3254,26.8514,234.417,231.071
8,26,107.296,76.4394,8.70369,8.01513,13.0489,21.4103,182.401,177.996
8,27,70.4385,34.3326,5.78389,5.32075,8.64745,14.1774,119.745,118.81
8,28,42.0614,10.3134,3.47112,3.1975,5.18506,8.48559,71.5029,71.4982
8,29,23.3865,-0.106663,1.90429,1.77958,2.85536,4.67194,39.7574,39.7581
9,0,-1.79104,5.40499,0.431292,0.407297,0.673671,1.08101,0.537813,7.82713
9,1,-2.08434,9.78084,0.781743,0.737738,1.2417,1.98821,0.947168,13.3962
9,2,-2.15876,17.7641,1.44539,1.38864,2.29633,5.16663,1.98987,24.2422
9,3,-2.13235,29.7555,2.57084,4.45594,4.06413,10.6185,3.23392,41.1178
9,4,-0.723558,48.8549,4.26335,7.28091,6.74083,20.294,10.3111,69.185
9,5,1.49463,74.9008,6.50133,13.7346,10.324,30.0039,23.9481,105.602
9,6,0.552285,102.596,8.90702,18.077,14.0749,39.7622,38.1183,145.002
9,7,-5.69975,124.558,10.7814,21.7691,16.9691,47.7525,46.6901,180.283
9,8,-10.2456,138.148,12.0165,25.0274,18.8619,54.1015,52.9785,204.317
9,9,-2.45196,144.667,12.8061,29.77,20.1774,61.8186,62.0769,215.848
9,10,25.1268,147.406,13.596,38.6817,21.6659,74.3219,81.1993,219.374
9,11,65.464,148.585,14.4426,52.6137,23.3883,89.7247,112.72,220.808
9,12,102.804,148.99,15.074,69.0899,24.8409,100.277,151.611,224.156
9,13,127.832,149.043,15.349,83.562,25.6905,99.3174,189.241,229.807
9,14,141.132,149.174,15.5287,89.0487,26.0457,86.7225,219.158,236.314
9,15,147.128,149.41,16.2343,75.3134,26.2898,68.3341,239.405,242.917
9,16,149.447,149.736,18.0288,42.4572,26.8997,52.1227,250.974,249.8
9,17,149.978,149.972,20.8544,18.4876,27.8007,45.1412,254.767,254.363
9,18,150,150,24.9975,15.9995,28.0001,43.0015,255,255
9,19,150,149.992,16.7338,13.8437,23.8611,38.7016,254.994,254.902
9,20,150,150,11.0001,11.9998,19.0001,31.9996,255,255
9,21,150,150,11,10.9999,18.9994,30.0001,255,255
9,22,150,150,11.0002,10.0002,17.0005,28.9996,255,255
9,23,150,149.956,11.2426,10.1927,17.2501,28.5194,254.999,254.991
9,24,149.459,146.362,11.423,10.5773,17.3348,28.5525,254.067,253.707
9,25,140.173,117.884,11.0511,10.7449,16.6654,27.4182,238.24,235.807
9,26,112.968,67.7925,9.18249,8.442,13.7831,22.6124,192.045,188.62
9,27,77.8172,26.0714,6.41597,5.89818,9.59257,15.7187,132.284,131.528
9,28,48.5546,3.68171,4.03145,3.71462,6.00792,9.84144,82.5416,82.5375
9,29,28.103,-4.85874,2.30554,2.15204,3.44884,5.6412,47.7684,47.7649
10,0,-2.33625,5.95947,0.479561,0.458615,0.75745,1.21036,0.572847,9.15366
10,1,-3.16913,10.7387,0.866079,0.832851,1.37186,2.21354,1.01067,15.9305
10,2,-3.9827,19.7738,1.63579,1.58626,2.59351,5.99328,2.19258,29.3595
10,3,-5.19872,33.7261,2.96235,5.25645,4.67294,12.5707,3.62481,50.7616
